Power Law graph parameters:
m=2	 alpha=2.5	 Nv=5000	 Ne=30000
beta=37 	  p=0.666667 
25939	3915	2505
25940	4468	2093
25941	4468	3290
25942	667	1767
25943	1735	3822
25944	1386	3986
25945	2686	4059
25946	4469	3992
25947	4469	3631
25948	2726	3810
25949	75	2421
25950	1730	2417
25951	3982	1516
25952	4010	3999
25953	594	3888
25954	4274	1694
25955	2886	2188
25956	1111	2881
25957	3046	3635
25958	4470	3691
25959	4470	1190
25960	4471	3756
25961	4471	1493
25962	1820	2328
25963	1388	1204
25964	3576	1097
25965	1570	4142
25966	4472	4346
25967	4472	690
25968	2858	4375
25969	2798	1953
25970	3779	1965
25971	3751	3155
25972	4473	3527
25973	4473	812
25974	1291	3063
25975	2532	3732
25976	4474	4409
25977	4474	3634
25978	1544	496
25979	1797	3278
25980	3092	3276
25981	1787	2589
25982	4475	4352
25983	4475	3508
25984	4476	3136
25985	4476	1977
25986	4477	4305
25987	4477	2228
25988	2125	875
25989	2170	4182
25990	1856	3833
25991	3369	4110
25992	3150	2985
25993	401	2307
25994	3681	3558
25995	2164	1425
25996	4478	2177
25997	4478	3361
25998	4276	1237
25999	4221	2925
26000	4479	1596
26001	4479	3101
26002	4480	201
26003	4480	3293
26004	3343	3046
26005	3152	2137
26006	2143	3321
26007	333	4117
26008	3128	3517
26009	2714	2672
26010	4481	3236
26011	4481	2510
26012	3901	3541
26013	2701	2704
26014	4482	3037
26015	4482	3002
26016	3308	3315
26017	2361	2707
26018	4483	3750
26019	4483	4175
26020	1006	3667
26021	1447	4336
26022	970	250
26023	4120	4303
26024	3264	3631
26025	2649	3833
26026	4484	1333
26027	4484	1783
26028	3851	4187
26029	3393	1524
26030	3745	4289
26031	3202	3419
26032	4485	3731
26033	4485	1926
26034	1545	3923
26035	1346	2345
26036	3171	4357
26037	4345	2752
26038	4486	4197
26039	4486	3683
26040	4487	875
26041	4487	3265
26042	4488	2766
26043	4488	1327
26044	4489	2600
26045	4489	1870
26046	2067	4234
26047	1985	3387
26048	3453	3214
26049	2310	2105
26050	673	2232
26051	1763	4406
26052	4490	1221
26053	4490	1491
26054	4491	3030
26055	4491	2951
26056	4492	2426
26057	4492	3209
26058	4493	2858
26059	4493	759
26060	4494	4240
26061	4494	4322
26062	1481	2419
26063	1450	2865
26064	2330	4398
26065	2378	4223
26066	3285	2614
26067	727	3511
26068	4495	1624
26069	4495	1783
26070	2961	1627
26071	4188	3733
26072	1195	1017
26073	1814	1930
26074	1093	1264
26075	2421	2087
26076	4496	3109
26077	4496	1170
26078	1204	3075
26079	3672	2968
26080	4497	1366
26081	4497	4092
26082	4498	3671
26083	4498	1617
26084	4499	501
26085	4499	3832
26086	1420	2133
26087	3920	1219
26088	4500	3680
26089	4500	3068
26090	4501	3629
26091	4501	1432
26092	3157	964
26093	2949	4325
26094	3275	1210
26095	1932	940
26096	2804	2505
26097	1111	2161
26098	717	2985
26099	3896	4181
26100	4502	2293
26101	4502	3882
26102	2363	3146
26103	3762	1340
26104	2725	656
26105	2038	1883
26106	2666	319
26107	4001	1897
26108	4503	395
26109	4503	557
26110	4504	1028
26111	4504	2903
26112	1925	2393
26113	3249	2215
26114	3939	4313
26115	3770	4153
26116	4505	53
26117	4505	4297
26118	4506	3958
26119	4506	2565
26120	1035	3538
26121	2792	1393
26122	2012	3141
26123	4436	3404
26124	4160	4138
26125	4308	1170
26126	4115	3866
26127	4116	1345
26128	4507	4134
26129	4507	1958
26130	1568	4505
26131	1301	4108
26132	3020	858
26133	125	2303
26134	4508	3288
26135	4508	1042
26136	4509	3533
26137	4509	3587
26138	4510	3701
26139	4510	3817
26140	2387	1960
26141	1554	4181
26142	3053	1642
26143	2513	1820
26144	4511	3408
26145	4511	423
26146	4512	3703
26147	4512	2829
26148	3015	4045
26149	1386	1952
26150	4513	2004
26151	4513	3005
26152	3434	3608
26153	3217	3841
26154	1061	3261
26155	3733	4218
26156	3401	2454
26157	3708	4476
26158	3315	3668
26159	3046	3246
26160	3755	4146
26161	2824	923
26162	3648	1891
26163	2656	1197
26164	459	2935
26165	1307	418
26166	3133	1706
26167	2476	2558
26168	2106	4051
26169	3786	241
26170	4514	4392
26171	4514	3919
26172	2789	1163
26173	1998	3678
26174	4506	4061
26175	3038	2009
26176	4418	4094
26177	1101	3508
26178	2176	2753
26179	1125	4227
26180	1206	2934
26181	4404	3751
26182	3967	1318
26183	3632	2982
26184	2766	4132
26185	2293	3133
26186	2600	1533
26187	2143	3930
26188	4301	2754
26189	3759	4123
26190	4515	3788
26191	4515	4441
26192	4516	1084
26193	4516	1784
26194	4517	3563
26195	4517	1385
26196	4518	1416
26197	4518	4196
26198	4519	2690
26199	4519	1279
26200	4520	3244
26201	4520	3750
26202	3750	3552
26203	1717	1320
26204	3484	1700
26205	3306	538
26206	838	271
26207	3411	2448
26208	4078	3032
26209	3846	3125
26210	4521	3707
26211	4521	2348
26212	4522	2029
26213	4522	2452
26214	3622	1725
26215	2994	3265
26216	1698	3371
26217	3838	3079
26218	4129	1015
26219	109	2517
26220	243	4284
26221	3582	3548
26222	2054	1136
26223	4067	4055
26224	3742	4307
26225	1086	2671
26226	4523	2300
26227	4523	128
26228	4524	3447
26229	4524	2540
26230	3442	1696
26231	51	1643
26232	4525	4209
26233	4525	1101
26234	4526	2769
26235	4526	4119
26236	3579	766
26237	4416	1278
26238	3899	1108
26239	993	3769
26240	3536	4295
26241	2474	2926
26242	4077	3129
26243	2117	375
26244	4256	1895
26245	1201	2282
26246	1478	3722
26247	3937	4454
26248	3415	4319
26249	1588	497
26250	250	3048
26251	4269	1996
26252	4527	1765
26253	4527	2534
26254	4528	1097
26255	4528	3785
26256	4529	2138
26257	4529	3712
26258	4530	2973
26259	4530	3989
26260	2996	3063
26261	1411	4438
26262	2929	351
26263	3634	2902
26264	4531	2102
26265	4531	2951
26266	3627	3863
26267	2928	2020
26268	4532	2903
26269	4532	2698
26270	1795	3211
26271	4035	3864
26272	1661	1601
26273	4487	3444
26274	2914	4374
26275	2768	3968
26276	1209	2076
26277	3946	3635
26278	2895	3676
26279	2520	4506
26280	1519	2414
26281	4172	2440
26282	2045	3694
26283	795	2983
26284	3828	2455
26285	3412	3538
26286	3702	3595
26287	4372	1351
26288	3262	4065
26289	4145	2529
26290	3748	3416
26291	3771	3661
26292	2168	3704
26293	1651	1998
26294	4187	4471
26295	927	679
26296	3798	433
26297	2543	2651
26298	4533	299
26299	4533	2042
26300	3558	1752
26301	3702	2083
26302	96	3197
26303	2493	278
26304	3724	1797
26305	3201	724
26306	4322	3260
26307	2470	2657
26308	2201	3982
26309	3876	4490
26310	1017	1283
26311	2016	3103
26312	3950	4040
26313	3633	3867
26314	3536	3183
26315	1681	3601
26316	2412	1844
26317	3065	2270
26318	2198	904
26319	2917	4366
26320	1443	1420
26321	4473	4221
26322	2416	3848
26323	555	2289
26324	4534	2835
26325	4534	3153
26326	3735	3883
26327	4400	3495
26328	3807	2273
26329	2965	1002
26330	4535	1226
26331	4535	2736
26332	4536	3593
26333	4536	2496
26334	3986	4196
26335	4398	2094
26336	2963	3045
26337	4184	1077
26338	4490	3452
26339	2605	2533
26340	3431	2644
26341	887	3134
26342	3053	3492
26343	1880	3277
26344	4537	4018
26345	4537	4266
26346	1817	3925
26347	2507	485
26348	4538	3370
26349	4538	3232
26350	4539	1737
26351	4539	3000
26352	1626	2147
26353	3902	1771
26354	3767	3657
26355	1833	1837
26356	4540	3600
26357	4540	2514
26358	4082	4535
26359	1108	1556
26360	4490	3905
26361	2385	3045
26362	3189	3420
26363	2326	2112
26364	1009	1315
26365	1021	1738
26366	4369	2923
26367	4289	1164
26368	776	3970
26369	1459	556
26370	4541	3677
26371	4541	2417
26372	4128	354
26373	3389	1919
26374	4542	4000
26375	4542	4382
26376	4491	2265
26377	2108	3575
26378	2233	1779
26379	1437	2129
26380	618	4509
26381	2180	341
26382	772	4442
26383	1775	3691
26384	4543	2160
26385	4543	4054
26386	4544	954
26387	4544	2445
26388	4545	1107
26389	4545	4016
26390	1664	3429
26391	2918	3920
26392	4546	1142
26393	4546	4489
26394	3551	147
26395	2713	4249
26396	4036	1234
26397	3434	1728
26398	4418	1347
26399	2780	1417
26400	4547	3778
26401	4547	1918
26402	4548	3391
26403	4548	4370
26404	4196	1898
26405	2886	3558
26406	3847	3230
26407	710	3883
26408	1293	1080
26409	1767	3806
26410	3731	1244
26411	1356	4505
26412	4549	2551
26413	4549	1879
26414	4021	4163
26415	3718	2029
26416	4550	1704
26417	4550	4482
26418	4551	1932
26419	4551	360
26420	614	2654
26421	1646	4434
26422	2023	4357
26423	2757	146
26424	2245	3803
26425	1163	996
26426	4552	1495
26427	4552	2461
26428	3698	3375
26429	4350	1337
26430	891	4281
26431	2825	2428
26432	4553	4375
26433	4553	1517
26434	3857	689
26435	1007	1013
26436	4554	379
26437	4554	3197
26438	2781	1363
26439	1024	3867
26440	197	2978
26441	4037	3756
26442	1429	2782
26443	1111	2001
26444	4555	675
26445	4555	3749
26446	896	342
26447	1595	4473
26448	1889	2049
26449	3114	2474
26450	3994	2715
26451	2237	3332
26452	4252	1353
26453	1228	3385
26454	4556	4222
26455	4556	2233
26456	4557	2047
26457	4557	3655
26458	4558	1609
26459	4558	1034
26460	1121	1824
26461	4279	4404
26462	306	1790
26463	2701	1842
26464	2982	4484
26465	3560	4386
26466	861	2003
26467	1360	3217
26468	4559	2046
26469	4559	2998
26470	3019	2739
26471	3102	3928
26472	4560	3839
26473	4560	298
26474	1520	3701
26475	1140	1666
26476	4561	3135
26477	4561	3623
26478	964	4133
26479	3547	3321
26480	4562	3895
26481	4562	3513
26482	1077	2242
26483	4148	229
26484	3374	1048
26485	4472	3238
26486	4563	3270
26487	4563	649
26488	4564	2919
26489	4564	578
26490	1162	3254
26491	3290	4545
26492	136	3733
26493	4484	2038
26494	3323	4409
26495	2179	2210
26496	2934	2776
26497	3454	2186
26498	2853	3500
26499	1849	2028
26500	4565	3347
26501	4565	1587
26502	1322	3857
26503	2361	4051
26504	2780	3727
26505	2614	3003
26506	3219	130
26507	4496	828
26508	4566	1823
26509	4566	2278
26510	3939	921
26511	2437	4472
26512	4110	4233
26513	4464	2381
26514	1586	161
26515	4387	3537
26516	3333	3232
26517	3392	2958
26518	2089	2865
26519	3581	4366
26520	2629	3342
26521	741	4039
26522	4567	1509
26523	4567	2393
26524	1424	2396
26525	3864	879
26526	4568	1188
26527	4568	4182
26528	1493	4080
26529	2975	4338
26530	4569	3747
26531	4569	3572
26532	2461	2742
26533	3039	3796
26534	1683	2367
26535	4081	2096
26536	2596	2319
26537	2109	3397
26538	4058	4298
26539	99	205
26540	4158	1204
26541	798	4340
26542	2886	4512
26543	2715	2862
26544	4570	1069
26545	4570	2729
26546	672	3923
26547	4390	2518
26548	4571	4213
26549	4571	4544
26550	1746	1975
26551	180	4523
26552	3586	1658
26553	2926	4262
26554	4572	3226
26555	4572	3408
26556	3731	3069
26557	2156	3176
26558	341	3115
26559	1350	2499
26560	2550	1966
26561	2096	1267
26562	3459	782
26563	1477	831
26564	4046	1271
26565	1152	4485
26566	4573	3018
26567	4573	4125
26568	2430	2470
26569	2428	1175
26570	1670	4382
26571	2568	2862
26572	4574	419
26573	4574	4319
26574	440	2718
26575	4036	4333
26576	427	4129
26577	4118	2782
26578	4575	399
26579	4575	1941
26580	1338	3305
26581	2884	3884
26582	4150	4562
26583	1187	4212
26584	2080	2578
26585	2486	2803
26586	4576	1161
26587	4576	1855
26588	3029	4310
26589	2558	3184
26590	4577	2186
26591	4577	4230
26592	4578	1241
26593	4578	4391
26594	1679	2806
26595	1440	2400
26596	3952	3591
26597	1826	4204
26598	1599	4486
26599	3616	3514
26600	1785	397
26601	390	1076
26602	1211	341
26603	4082	4560
26604	1567	4566
26605	4135	4260
26606	4579	2612
26607	4579	930
26608	645	4192
26609	1925	1956
26610	404	4385
26611	2224	515
26612	2389	4527
26613	2712	3967
26614	4081	3116
26615	954	4004
26616	4580	2180
26617	4580	2581
26618	3301	3687
26619	236	2422
26620	13	2198
26621	4434	2146
26622	3647	1540
26623	3356	1344
26624	1934	4134
26625	2525	1084
26626	4581	2326
26627	4581	4529
26628	3972	969
26629	4470	3551
26630	2860	1379
26631	3679	4066
26632	1346	3677
26633	2202	2971
26634	506	2925
26635	4422	2067
26636	4382	2999
26637	3570	4423
26638	2904	1020
26639	2787	2324
26640	4582	4207
26641	4582	3575
26642	3895	3850
26643	2213	3449
26644	4176	4283
26645	1074	1495
26646	4509	3791
26647	4387	1007
26648	4583	3004
26649	4583	1649
26650	1046	1639
26651	3963	1911
26652	4584	2683
26653	4584	206
26654	542	1570
26655	2506	1614
26656	1090	909
26657	4582	732
26658	2788	2296
26659	1792	1848
26660	4585	2189
26661	4585	3144
26662	4569	3767
26663	2037	2342
26664	1129	4219
26665	3156	2362
26666	413	1630
26667	4329	4470
26668	3804	953
26669	4492	389
26670	1084	1619
26671	1828	634
26672	713	3930
26673	3131	2890
26674	4586	3677
26675	4586	375
26676	291	4437
26677	1522	2405
26678	4587	962
26679	4587	2504
26680	4588	1709
26681	4588	1265
26682	4589	4551
26683	4589	2219
26684	4135	3111
26685	1816	866
26686	1891	3424
26687	4496	421
26688	4590	4446
26689	4590	3310
26690	2995	2241
26691	897	3804
26692	701	1232
26693	2388	3275
26694	531	4304
26695	2614	2836
26696	3311	372
26697	2264	1981
26698	241	2147
26699	4248	3698
26700	4591	2679
26701	4591	3851
26702	4592	1549
26703	4592	4090
26704	4593	2922
26705	4593	2984
26706	3717	1175
26707	4010	129
26708	4594	1537
26709	4594	1415
26710	1227	2372
26711	602	4470
26712	3251	2836
26713	2235	3914
26714	4505	3069
26715	1277	2700
26716	4595	4197
26717	4595	3181
26718	1756	3242
26719	174	3958
26720	4596	1429
26721	4596	1266
26722	4597	1038
26723	4597	2526
26724	2800	2218
26725	2588	1339
26726	1165	4561
26727	2443	1539
26728	2637	3877
26729	3409	4343
26730	4598	885
26731	4598	2686
26732	4599	4508
26733	4599	4532
26734	4600	1900
26735	4600	3042
26736	4601	2461
26737	4601	1761
26738	4602	2437
26739	4602	4399
26740	4603	60
26741	4603	3044
26742	2048	736
26743	906	3770
26744	1617	3797
26745	4558	3958
26746	1630	1840
26747	2581	3271
26748	4604	3993
26749	4604	3631
26750	3208	3320
26751	4390	3759
26752	1623	4602
26753	2208	972
26754	3315	1394
26755	1645	1550
26756	433	2722
26757	3821	3468
26758	4156	1275
26759	4047	1416
26760	72	3548
26761	3767	184
26762	4605	3558
26763	4605	1922
26764	1237	4486
26765	1269	3871
26766	3438	4001
26767	2656	1868
26768	4606	3332
26769	4606	3389
26770	4047	2892
26771	94	4420
26772	856	2956
26773	1524	2729
26774	3446	3855
26775	2474	3726
26776	4607	2784
26777	4607	1563
26778	3844	4414
26779	1167	4434
26780	1559	3418
26781	3864	3797
26782	2892	485
26783	1800	4119
26784	4608	941
26785	4608	4363
26786	1513	4069
26787	4351	4333
26788	3901	1965
26789	873	571
26790	3807	1479
26791	3236	4196
26792	3897	4206
26793	2523	3321
26794	4609	2655
26795	4609	2482
26796	3663	3689
26797	1999	2355
26798	4276	3422
26799	4505	3998
26800	4610	326
26801	4610	1825
26802	3483	1611
26803	3816	1191
26804	4611	2530
26805	4611	1566
26806	2088	1434
26807	2142	1347
26808	4612	2800
26809	4612	4071
26810	2901	1518
26811	2361	938
26812	4613	3914
26813	4613	4142
26814	2922	4495
26815	2386	3649
26816	4614	4195
26817	4614	3107
26818	4615	4034
26819	4615	1509
26820	4616	4261
26821	4616	2505
26822	4617	377
26823	4617	3593
26824	4618	1339
26825	4618	2239
26826	2950	4267
26827	1827	2829
26828	4619	1580
26829	4619	973
26830	2303	2245
26831	1467	3116
26832	1033	3366
26833	3696	1674
26834	4620	4063
26835	4620	2597
26836	1682	4063
26837	1367	3847
26838	3436	478
26839	1803	1202
26840	607	3484
26841	1111	2922
26842	4521	3591
26843	3335	3803
26844	3818	3360
26845	1477	3781
26846	2881	1567
26847	1955	4171
26848	4563	1593
26849	2354	2658
26850	583	2135
26851	3361	617
26852	4621	1468
26853	4621	2248
26854	3969	3048
26855	3367	4217
26856	4622	1533
26857	4622	3186
26858	2606	2617
26859	397	4153
26860	661	2570
26861	1485	4543
26862	4623	1027
26863	4623	2711
26864	1689	4038
26865	3373	3970
26866	3355	3813
26867	4019	1982
26868	2337	2586
26869	1337	2639
26870	4367	3208
26871	2502	3411
26872	3722	4345
26873	2350	2548
26874	4624	321
26875	4624	2403
26876	4270	1344
26877	1849	966
26878	4099	4356
26879	3527	4186
26880	4625	1196
26881	4625	4443
26882	4626	4177
26883	4626	3418
26884	3375	2579
26885	3878	1260
26886	2755	1314
26887	3095	3236
26888	2995	4438
26889	2700	1347
26890	748	4115
26891	4615	3231
26892	4627	1812
26893	4627	4444
26894	1270	2264
26895	4245	1083
26896	4628	1852
26897	4628	1064
26898	3287	3646
26899	2259	1101
26900	3239	2078
26901	1590	1695
26902	4629	586
26903	4629	3846
26904	4630	3924
26905	4630	3941
26906	3771	2533
26907	2934	4210
26908	3956	3753
26909	2134	3772
26910	3628	3808
26911	3045	4007
26912	2771	2228
26913	3709	4596
26914	2621	4278
26915	2327	3777
26916	4631	3202
26917	4631	2879
26918	690	713
26919	3945	2704
26920	1574	2795
26921	3239	3659
26922	4632	1370
26923	4632	3789
26924	171	4095
26925	4107	859
26926	4633	951
26927	4633	4471
26928	4216	4590
26929	4305	1982
26930	1987	3452
26931	3828	2597
26932	2140	2248
26933	2068	2916
26934	1462	2147
26935	4550	1071
26936	640	1990
26937	1749	1416
26938	2490	3302
26939	2919	3257
26940	3520	3537
26941	1290	960
26942	4634	2638
26943	4634	4253
26944	3976	4086
26945	3248	3692
26946	2808	3275
26947	1703	1659
26948	1029	4612
26949	2126	2652
26950	4535	971
26951	4005	556
26952	4594	3497
26953	4273	3743
26954	3731	1161
26955	921	3697
26956	4635	3782
26957	4635	2546
26958	3355	3468
26959	1109	1052
26960	2252	493
26961	2070	3054
26962	4505	4340
26963	2764	3820
26964	3539	3404
26965	1799	699
26966	3559	589
26967	3225	4477
26968	4636	3745
26969	4636	4531
26970	4637	1877
26971	4637	2190
26972	3095	4012
26973	4263	1456
26974	827	2803
26975	1230	1875
26976	4638	1217
26977	4638	4111
26978	4603	3687
26979	2544	2627
26980	4639	4530
26981	4639	4083
26982	4640	1224
26983	4640	3223
26984	675	3395
26985	3084	1286
26986	4641	4271
26987	4641	3934
26988	2107	4022
26989	3130	1926
26990	4642	4259
26991	4642	4248
26992	3259	2134
26993	4353	3608
26994	4643	257
26995	4643	4058
26996	2640	3661
26997	878	4616
26998	3214	4513
26999	3329	4225
27000	4498	3936
27001	3451	2688
27002	2900	703
27003	461	1657
27004	4644	4537
27005	4644	4007
27006	3467	4470
27007	2192	4404
27008	4645	4267
27009	4645	2590
27010	994	2712
27011	202	2934
27012	970	1315
27013	2633	3742
27014	5	1688
27015	3221	3408
27016	1165	1217
27017	3453	2676
27018	4646	934
27019	4646	2898
27020	4647	4068
27021	4647	681
27022	4648	3476
27023	4648	2012
27024	3756	2669
27025	663	2620
27026	4649	3971
27027	4649	2328
27028	4650	2201
27029	4650	2050
27030	2504	770
27031	4239	435
27032	4651	1073
27033	4651	4368
27034	1626	1452
27035	2188	4017
27036	4652	4346
27037	4652	4366
27038	1568	3423
27039	3443	1010
27040	3944	3200
27041	1023	425
27042	2486	4570
27043	4129	2500
27044	1954	3690
27045	2054	640
27046	737	2989
27047	630	2191
27048	4653	4216
27049	4653	3687
27050	4059	2637
27051	3894	366
27052	4268	923
27053	1259	2315
27054	3153	4060
27055	3093	2879
27056	4654	4137
27057	4654	2513
27058	3209	2206
27059	2928	1450
27060	3072	2896
27061	3010	3132
27062	3124	2367
27063	4541	4184
27064	4655	2929
27065	4655	3622
27066	179	3713
27067	3570	2653
27068	2239	83
27069	4135	1344
27070	1735	3462
27071	2231	3325
27072	4656	2024
27073	4656	141
27074	832	4303
27075	591	2761
27076	3378	2023
27077	3948	3576
27078	4657	3034
27079	4657	3210
27080	1702	4318
27081	1788	1952
27082	3124	305
27083	2714	1961
27084	2752	3857
27085	3507	3943
27086	3594	2726
27087	1787	3093
27088	307	4192
27089	1205	2322
27090	1672	3616
27091	2990	1733
27092	4024	800
27093	1537	2104
27094	4658	2251
27095	4658	4299
27096	3763	4110
27097	3931	4097
27098	4659	4375
27099	4659	4067
27100	4423	2251
27101	1701	2836
27102	3022	992
27103	4445	1652
27104	1429	3499
27105	2016	2558
27106	4099	3371
27107	4403	3030
27108	2206	3272
27109	3545	2280
27110	4660	3993
27111	4660	2508
27112	3910	4226
27113	2601	4581
27114	4661	3899
27115	4661	535
27116	4662	2799
27117	4662	1510
27118	3842	4432
27119	2770	2993
27120	3340	3297
27121	2484	1486
27122	4059	2954
27123	1806	3430
27124	4663	1525
27125	4663	2309
27126	4664	3764
27127	4664	2897
27128	3541	2424
27129	1496	2692
27130	2725	1883
27131	1579	1077
27132	4306	2883
27133	2013	4189
27134	694	2864
27135	1376	2021
27136	4318	1427
27137	1801	3983
27138	2845	986
27139	2750	3062
27140	4665	4056
27141	4665	3245
27142	4185	1579
27143	2330	235
27144	4666	370
27145	4666	4176
27146	3865	2738
27147	954	4611
27148	888	3871
27149	2211	4365
27150	2249	4433
27151	3358	428
27152	1707	4295
27153	482	2991
27154	2341	3507
27155	1585	753
27156	3509	1620
27157	1955	2966
27158	1660	4080
27159	12	4130
27160	4402	4597
27161	3371	3551
27162	1000	1452
27163	4369	4264
27164	3266	3065
27165	2380	3180
27166	1297	1142
27167	4660	1689
27168	1805	2965
27169	4550	2148
27170	4667	1074
27171	4667	347
27172	4668	4518
27173	4668	3754
27174	3066	3347
27175	2342	911
27176	4669	4268
27177	4669	4094
27178	4670	3153
27179	4670	2776
27180	4671	3055
27181	4671	3067
27182	3411	2714
27183	708	4041
27184	2348	4104
27185	1881	1193
27186	2743	976
27187	1602	3175
27188	4570	4369
27189	2261	3485
27190	4672	4331
27191	4672	3270
27192	4673	2369
27193	4673	1971
27194	2116	2922
27195	3705	463
27196	2931	4317
27197	1471	3083
27198	4139	4661
27199	3068	265
27200	3783	1869
27201	2442	1849
27202	4661	3355
27203	3003	4313
27204	4443	970
27205	4411	1264
27206	4674	3507
27207	4674	3224
27208	1615	4658
27209	2072	3741
27210	4675	1119
27211	4675	2468
27212	3892	3390
27213	1742	1272
27214	1103	4659
27215	3760	2985
27216	4248	3315
27217	2432	3463
27218	2103	4658
27219	1962	1521
27220	1735	1341
27221	3734	2554
27222	4676	881
27223	4676	1472
27224	656	948
27225	4416	3186
27226	653	2175
27227	2998	3486
27228	1390	535
27229	1982	2988
27230	4677	3827
27231	4677	2906
27232	4678	1600
27233	4678	1316
27234	4679	1374
27235	4679	3589
27236	2535	4014
27237	4355	1329
27238	3501	2427
27239	3857	4170
27240	4680	2901
27241	4680	4290
27242	3939	1695
27243	2566	4327
27244	4681	3764
27245	4681	3376
27246	4682	3723
27247	4682	804
27248	3317	1763
27249	3281	2581
27250	4683	1065
27251	4683	3531
27252	3731	3279
27253	2929	4021
27254	1904	3208
27255	2519	897
27256	4684	2911
27257	4684	2976
27258	1634	347
27259	1043	3008
27260	4630	2758
27261	1268	3632
27262	2914	3450
27263	3921	4659
27264	3199	3492
27265	2711	3107
27266	2011	770
27267	1587	422
27268	1967	2468
27269	2293	657
27270	2024	294
27271	2309	1831
27272	3966	4418
27273	812	3282
27274	2102	1901
27275	3175	3822
27276	4685	3127
27277	4685	3819
27278	4299	1881
27279	2920	2541
27280	3873	311
27281	4252	2842
27282	396	1426
27283	3696	989
27284	2971	3721
27285	1742	2442
27286	3965	2650
27287	3583	3984
27288	2751	2696
27289	4512	3465
27290	2575	4284
27291	3283	3098
27292	4686	2491
27293	4686	2845
27294	2966	2150
27295	971	1098
27296	4687	2413
27297	4687	931
27298	2471	2557
27299	1078	3526
27300	4688	1599
27301	4688	4597
27302	1866	3442
27303	2842	437
27304	4689	2087
27305	4689	4278
27306	4690	798
27307	4690	3070
27308	1331	4565
27309	3145	4051
27310	4314	120
27311	3030	3366
27312	1191	2677
27313	1199	4028
27314	894	2468
27315	572	2062
27316	4691	2869
27317	4691	4394
27318	4692	4624
27319	4692	292
27320	728	1544
27321	2125	4020
27322	457	3988
27323	1468	1854
27324	4693	3107
27325	4693	1886
27326	2935	463
27327	4056	1175
27328	4694	3304
27329	4694	4203
27330	4000	224
27331	991	3470
27332	4695	1077
27333	4695	1500
27334	4431	4078
27335	948	3396
27336	1726	4543
27337	1367	3001
27338	4696	3667
27339	4696	4090
27340	4697	3101
27341	4697	2862
27342	3163	2828
27343	3383	4670
27344	4698	2400
27345	4698	2031
27346	4377	1531
27347	3114	2591
27348	3386	1562
27349	4648	4037
27350	296	3879
27351	3225	833
27352	4679	2732
27353	1851	3454
27354	4581	1437
27355	3222	790
27356	2769	589
27357	4054	4117
27358	1734	3764
27359	4578	2295
27360	1926	3019
27361	4567	3020
27362	4699	237
27363	4699	3185
27364	4700	3360
27365	4700	2874
27366	2456	265
27367	3529	1184
27368	4477	4522
27369	3998	3829
27370	3196	3650
27371	4384	3587
27372	4477	2177
27373	2877	3301
27374	4701	3952
27375	4701	1731
27376	1246	2869
27377	3136	3255
27378	4702	2786
27379	4702	4461
27380	4194	3382
27381	3994	2441
27382	4703	2263
27383	4703	1183
27384	4150	2559
27385	725	3582
27386	3780	2197
27387	4620	3116
27388	2036	3122
27389	3159	3694
27390	4704	4427
27391	4704	218
27392	761	4140
27393	4386	3822
27394	2234	96
27395	3654	3321
27396	4044	3032
27397	3638	4060
27398	3841	1742
27399	3800	3960
27400	4692	1600
27401	4584	844
27402	3077	3482
27403	2298	3073
27404	2713	3495
27405	4690	1643
27406	1576	4504
27407	3376	3568
27408	2510	3026
27409	2671	3152
27410	3042	3690
27411	1079	2704
27412	1594	2252
27413	3000	642
27414	3336	345
27415	2103	1726
27416	1565	2592
27417	3832	1339
27418	3684	425
27419	2185	2276
27420	532	1849
27421	3984	3986
27422	4570	2119
27423	4371	3670
27424	3507	4503
27425	1473	3006
27426	1426	4159
27427	2660	3541
27428	3067	3799
27429	1695	2847
27430	3763	4033
27431	1226	3587
27432	2014	4306
27433	4175	4195
27434	4705	2936
27435	4705	3968
27436	4706	4140
27437	4706	4381
27438	4331	2011
27439	1115	780
27440	3552	855
27441	1215	2616
27442	3820	4343
27443	279	1382
27444	4707	2822
27445	4707	1123
27446	4254	2074
27447	2407	4693
27448	4708	2455
27449	4708	3805
27450	2878	2103
27451	1683	4671
27452	4709	4496
27453	4709	3188
27454	2325	241
27455	3138	4583
27456	4710	4180
27457	4710	3580
27458	4711	4601
27459	4711	1710
27460	2995	2441
27461	2548	2996
27462	4712	2432
27463	4712	103
27464	4713	3455
27465	4713	4666
27466	4227	4275
27467	1122	3662
27468	2013	4464
27469	4059	453
27470	4714	3629
27471	4714	468
27472	1095	3650
27473	207	434
27474	3413	4628
27475	649	3161
27476	4715	1216
27477	4715	4577
27478	4716	2331
27479	4716	2488
27480	3482	1888
27481	1647	1652
27482	3877	4597
27483	1951	2659
27484	1522	1398
27485	3116	4541
27486	4152	1756
27487	922	1709
27488	2637	696
27489	1637	3160
27490	4717	1849
27491	4717	4668
27492	3901	4248
27493	789	4258
27494	4718	1025
27495	4718	4079
27496	1303	2581
27497	3165	1568
27498	4719	463
27499	4719	4007
27500	1358	4193
27501	1097	3908
27502	4720	4630
27503	4720	4546
27504	3420	3756
27505	2827	2086
27506	4443	1704
27507	3766	3715
27508	4597	4195
27509	848	4598
27510	4406	4280
27511	4022	2570
27512	3721	3938
27513	2162	1638
27514	4721	3550
27515	4721	4547
27516	1156	3474
27517	4719	1426
27518	4722	3202
27519	4722	303
